CustomerID,segment_id,segment_name,monetary,frequency,recency_days,tenure_days,risk_prob,risk_score,value_score,priority_score
12350,0,Frequent Budget Buyers,334.4,1,310,0,0.9975,99.8,38.8,38.7
15210,0,Frequent Budget Buyers,331.18,1,225,0,1.0,100.0,38.7,38.7
16625,0,Frequent Budget Buyers,333.08,1,275,0,1.0,100.0,38.7,38.7
17569,0,Frequent Budget Buyers,344.14,1,332,0,0.9925,99.2,39.0,38.7
17697,0,Frequent Budget Buyers,338.95,1,236,0,0.995,99.5,38.9,38.7
18078,0,Frequent Budget Buyers,336.13,2,217,41,0.9975,99.8,38.8,38.7
14988,0,Frequent Budget Buyers,334.54,1,212,0,0.9975,99.8,38.8,38.7
16850,0,Frequent Budget Buyers,332.41,1,334,0,1.0,100.0,38.7,38.7
16030,0,Frequent Budget Buyers,331.24,1,310,0,1.0,100.0,38.7,38.7
14196,0,Frequent Budget Buyers,335.52,1,107,0,0.995,99.5,38.8,38.6
17869,0,Frequent Budget Buyers,428.18,5,107,260,0.9425,94.2,41.0,38.6
15314,0,Frequent Budget Buyers,327.97,1,199,0,1.0,100.0,38.6,38.6
16378,0,Frequent Budget Buyers,362.95,3,247,63,0.9775,97.8,39.5,38.6
13706,0,Frequent Budget Buyers,330.79,1,303,0,0.9975,99.8,38.7,38.6
15921,0,Frequent Budget Buyers,336.03000000000003,1,173,0,0.995,99.5,38.8,38.6
16031,0,Frequent Budget Buyers,548.94,2,92,154,0.8925,89.2,43.3,38.6
13737,0,Frequent Budget Buyers,339.59999999999997,1,200,0,0.9925,99.2,38.9,38.6
12489,0,Frequent Budget Buyers,334.93,1,336,0,0.995,99.5,38.8,38.6
15880,0,Frequent Budget Buyers,343.28000000000003,1,369,0,0.99,99.0,39.0,38.6
13453,0,Frequent Budget Buyers,356.97999999999996,2,166,123,0.98,98.0,39.3,38.6
16105,0,Frequent Budget Buyers,336.96,1,249,0,0.9925,99.2,38.8,38.5
17862,0,Frequent Budget Buyers,330.9,1,324,0,0.995,99.5,38.7,38.5
15130,0,Frequent Budget Buyers,330.11,1,170,0,0.9975,99.8,38.6,38.5
13239,0,Frequent Budget Buyers,329.56,1,262,0,0.9975,99.8,38.6,38.5
14747,0,Frequent Budget Buyers,328.2,1,249,0,0.9975,99.8,38.6,38.5
14264,0,Frequent Budget Buyers,333.97,2,155,90,0.995,99.5,38.7,38.5
13216,0,Frequent Budget Buyers,333.74,1,268,0,0.9925,99.2,38.7,38.4
14012,0,Frequent Budget Buyers,328.8,1,278,0,0.995,99.5,38.6,38.4
13889,0,Frequent Budget Buyers,416.90000000000003,1,93,0,0.9425,94.2,40.8,38.4
15713,0,Frequent Budget Buyers,356.7,2,143,222,0.975,97.5,39.3,38.4
15944,0,Frequent Budget Buyers,325.1,1,277,0,0.9975,99.8,38.5,38.4
16096,0,Frequent Budget Buyers,320.62,1,264,0,1.0,100.0,38.4,38.4
17795,0,Frequent Budget Buyers,350.39,2,180,85,0.98,98.0,39.2,38.4
15942,0,Frequent Budget Buyers,337.44,1,134,0,0.99,99.0,38.8,38.4
14870,0,Frequent Budget Buyers,327.25,1,262,0,0.995,99.5,38.6,38.4
15918,0,Frequent Budget Buyers,334.23,2,191,80,0.9875,98.8,38.7,38.3
15213,0,Frequent Budget Buyers,328.35,2,319,11,0.9925,99.2,38.6,38.3
15363,0,Frequent Budget Buyers,326.0,1,373,0,0.995,99.5,38.5,38.3
14622,0,Frequent Budget Buyers,320.58000000000004,1,185,0,0.9975,99.8,38.4,38.3
14024,0,Frequent Budget Buyers,327.7,2,122,2,0.9925,99.2,38.6,38.3
13210,0,Frequent Budget Buyers,353.48,1,94,0,0.975,97.5,39.3,38.3
15204,0,Frequent Budget Buyers,316.58,1,357,0,1.0,100.0,38.3,38.3
15885,0,Frequent Budget Buyers,379.35,3,93,216,0.9575,95.8,39.9,38.2
12790,0,Frequent Budget Buyers,324.92,1,192,0,0.9925,99.2,38.5,38.2
16967,0,Frequent Budget Buyers,319.02,1,189,0,0.9975,99.8,38.3,38.2
15257,0,Frequent Budget Buyers,317.15,1,283,0,0.9975,99.8,38.3,38.2
14850,0,Frequent Budget Buyers,325.75,1,312,0,0.9925,99.2,38.5,38.2
14491,0,Frequent Budget Buyers,340.93,2,175,197,0.98,98.0,38.9,38.2
16227,0,Frequent Budget Buyers,314.22,1,225,0,0.9975,99.8,38.2,38.1
15326,0,Frequent Budget Buyers,311.71,1,334,0,1.0,100.0,38.1,38.1
14327,0,Frequent Budget Buyers,311.65,1,163,0,1.0,100.0,38.1,38.1
16582,0,Frequent Budget Buyers,313.62,1,113,0,0.9975,99.8,38.2,38.1
15334,0,Frequent Budget Buyers,351.67,3,157,16,0.9725,97.2,39.2,38.1
13990,0,Frequent Budget Buyers,311.3,1,213,0,1.0,100.0,38.1,38.1
12648,0,Frequent Budget Buyers,318.05,1,155,0,0.995,99.5,38.3,38.1
16450,0,Frequent Budget Buyers,311.92,1,150,0,1.0,100.0,38.1,38.1
15236,0,Frequent Budget Buyers,321.05,1,299,0,0.9925,99.2,38.4,38.1
12852,0,Frequent Budget Buyers,311.55,1,295,0,1.0,100.0,38.1,38.1
17715,0,Frequent Budget Buyers,326.4,1,201,0,0.99,99.0,38.5,38.1
15224,0,Frequent Budget Buyers,322.08,2,358,4,0.9925,99.2,38.4,38.1
16091,0,Frequent Budget Buyers,315.06,2,155,43,0.9975,99.8,38.2,38.1
12785,0,Frequent Budget Buyers,311.95,1,364,0,1.0,100.0,38.1,38.1
17866,0,Frequent Budget Buyers,329.65,1,143,0,0.985,98.5,38.6,38.0
12891,0,Frequent Budget Buyers,331.0,3,186,107,0.9825,98.2,38.7,38.0
16781,0,Frequent Budget Buyers,311.25,1,372,0,0.9975,99.8,38.1,38.0
14924,0,Frequent Budget Buyers,310.05,1,246,0,0.9975,99.8,38.1,38.0
17120,0,Frequent Budget Buyers,307.46,1,233,0,1.0,100.0,38.0,38.0
12834,0,Frequent Budget Buyers,312.38,1,283,0,0.9975,99.8,38.1,38.0
12614,0,Frequent Budget Buyers,315.6,1,278,0,0.995,99.5,38.2,38.0
17070,0,Frequent Budget Buyers,312.14,1,114,0,0.9975,99.8,38.1,38.0
14420,0,Frequent Budget Buyers,387.52,1,99,0,0.9475,94.8,40.1,38.0
14847,0,Frequent Budget Buyers,309.4,1,149,0,0.9975,99.8,38.0,38.0
13484,0,Frequent Budget Buyers,313.8,1,241,0,0.995,99.5,38.2,38.0
13369,1,High Value At-Risk,308.28000000000003,1,366,0,1.0,100.0,38.0,38.0
17176,0,Frequent Budget Buyers,306.13,1,202,0,1.0,100.0,38.0,38.0
17551,0,Frequent Budget Buyers,306.84,1,359,0,1.0,100.0,38.0,38.0
13060,0,Frequent Budget Buyers,307.53,1,254,0,1.0,100.0,38.0,38.0
14142,0,Frequent Budget Buyers,311.81,1,373,0,0.9975,99.8,38.1,38.0
14779,0,Frequent Budget Buyers,386.15,3,281,43,0.9475,94.8,40.1,38.0
13932,0,Frequent Budget Buyers,307.4,1,295,0,1.0,100.0,38.0,38.0
14339,1,High Value At-Risk,309.52,1,243,0,0.9975,99.8,38.1,38.0
17854,0,Frequent Budget Buyers,311.26,2,185,41,0.995,99.5,38.1,37.9
14729,0,Frequent Budget Buyers,313.49,1,374,0,0.9925,99.2,38.2,37.9
17732,0,Frequent Budget Buyers,303.97,1,373,0,1.0,100.0,37.9,37.9
13699,0,Frequent Budget Buyers,308.58000000000004,1,155,0,0.9975,99.8,38.0,37.9
15973,1,High Value At-Risk,307.82000000000005,1,367,0,0.9975,99.8,38.0,37.9
15219,0,Frequent Budget Buyers,305.75,1,176,0,1.0,100.0,37.9,37.9
15308,0,Frequent Budget Buyers,310.47,1,274,0,0.995,99.5,38.1,37.9
15646,0,Frequent Budget Buyers,447.64000000000004,3,158,214,0.915,91.5,41.4,37.9
15970,0,Frequent Budget Buyers,314.1,1,304,0,0.9925,99.2,38.2,37.9
12875,0,Frequent Budget Buyers,343.2300000000001,2,143,219,0.9725,97.2,39.0,37.9
16810,0,Frequent Budget Buyers,309.54,1,192,0,0.995,99.5,38.1,37.9
13494,0,Frequent Budget Buyers,316.26000000000005,1,312,0,0.9875,98.8,38.2,37.8
16761,0,Frequent Budget Buyers,316.62,1,97,0,0.9875,98.8,38.3,37.8
13718,0,Frequent Budget Buyers,306.55,2,246,49,0.995,99.5,38.0,37.8
13667,0,Frequent Budget Buyers,305.02,1,149,0,0.9975,99.8,37.9,37.8
14479,0,Frequent Budget Buyers,316.25,2,254,111,0.9875,98.8,38.2,37.8
16193,0,Frequent Budget Buyers,314.45,1,237,0,0.99,99.0,38.2,37.8
14248,0,Frequent Budget Buyers,302.58,1,318,0,1.0,100.0,37.8,37.8
13466,0,Frequent Budget Buyers,307.9,1,184,0,0.995,99.5,38.0,37.8
13863,0,Frequent Budget Buyers,305.78,1,248,0,0.9975,99.8,37.9,37.8
15087,0,Frequent Budget Buyers,306.94,1,282,0,0.995,99.5,38.0,37.8
17248,0,Frequent Budget Buyers,318.65,1,120,0,0.9875,98.8,38.3,37.8
17094,0,Frequent Budget Buyers,302.0,1,322,0,1.0,100.0,37.8,37.8
15107,0,Frequent Budget Buyers,319.5,6,311,61,0.985,98.5,38.3,37.8
18165,0,Frequent Budget Buyers,302.46000000000004,1,177,0,1.0,100.0,37.8,37.8
14823,0,Frequent Budget Buyers,321.43,3,180,14,0.9825,98.2,38.4,37.7
15609,0,Frequent Budget Buyers,298.48,1,184,0,1.0,100.0,37.7,37.7
13395,0,Frequent Budget Buyers,307.72,1,185,0,0.9925,99.2,38.0,37.7
14206,0,Frequent Budget Buyers,328.15999999999997,1,239,0,0.9775,97.8,38.6,37.7
17531,0,Frequent Budget Buyers,296.7,1,190,0,1.0,100.0,37.7,37.7
15623,0,Frequent Budget Buyers,301.03,1,141,0,0.9975,99.8,37.8,37.7
12623,0,Frequent Budget Buyers,305.1,1,276,0,0.995,99.5,37.9,37.7
17978,0,Frequent Budget Buyers,300.91999999999996,1,365,0,0.9975,99.8,37.8,37.7
15254,0,Frequent Budget Buyers,300.36,1,127,0,0.9975,99.8,37.8,37.7
13751,0,Frequent Budget Buyers,296.25,1,288,0,1.0,100.0,37.7,37.7
17124,0,Frequent Budget Buyers,298.89,1,185,0,1.0,100.0,37.7,37.7
16292,0,Frequent Budget Buyers,302.25,1,122,0,0.995,99.5,37.8,37.6
17334,0,Frequent Budget Buyers,307.02,2,302,6,0.99,99.0,38.0,37.6
17229,0,Frequent Budget Buyers,318.76,2,96,46,0.98,98.0,38.3,37.6
17941,0,Frequent Budget Buyers,304.56,1,131,0,0.9925,99.2,37.9,37.6
18220,1,High Value At-Risk,305.28000000000003,1,227,0,0.9925,99.2,37.9,37.6
13304,0,Frequent Budget Buyers,300.42,1,351,0,0.995,99.5,37.8,37.6
13762,1,High Value At-Risk,306.72,1,219,0,0.99,99.0,38.0,37.6
14762,0,Frequent Budget Buyers,300.52,1,264,0,0.995,99.5,37.8,37.6
14311,1,High Value At-Risk,310.26,1,243,0,0.9875,98.8,38.1,37.6
16739,1,High Value At-Risk,323.0,1,177,0,0.9775,97.8,38.4,37.6
12881,0,Frequent Budget Buyers,298.0,1,276,0,0.9975,99.8,37.7,37.6
13745,0,Frequent Budget Buyers,300.04,1,162,0,0.9925,99.2,37.8,37.5
16425,0,Frequent Budget Buyers,302.7,1,302,0,0.99,99.0,37.9,37.5
17912,0,Frequent Budget Buyers,311.01,5,310,54,0.985,98.5,38.1,37.5
17362,0,Frequent Budget Buyers,312.23,2,239,70,0.9825,98.2,38.1,37.5
13708,0,Frequent Budget Buyers,296.88,1,271,0,0.995,99.5,37.7,37.5
17678,0,Frequent Budget Buyers,298.11,1,264,0,0.995,99.5,37.7,37.5
13045,0,Frequent Budget Buyers,305.28000000000003,1,99,0,0.9875,98.8,37.9,37.5
16526,0,Frequent Budget Buyers,290.36,1,172,0,1.0,100.0,37.5,37.5
17464,0,Frequent Budget Buyers,289.96000000000004,1,158,0,1.0,100.0,37.5,37.5
17501,0,Frequent Budget Buyers,288.6,2,221,0,1.0,100.0,37.4,37.4
16324,0,Frequent Budget Buyers,428.68,3,128,48,0.9125,91.2,41.0,37.4
16125,0,Frequent Budget Buyers,289.35,1,367,0,1.0,100.0,37.4,37.4
16721,0,Frequent Budget Buyers,292.47,1,262,0,0.9975,99.8,37.5,37.4
15279,0,Frequent Budget Buyers,290.51,1,355,0,0.9975,99.8,37.5,37.4
13479,0,Frequent Budget Buyers,300.95,2,201,33,0.99,99.0,37.8,37.4
15396,0,Frequent Budget Buyers,288.18,1,113,0,1.0,100.0,37.4,37.4
17604,0,Frequent Budget Buyers,309.36,2,217,94,0.9825,98.2,38.0,37.4
15732,0,Frequent Budget Buyers,294.12,2,212,159,0.9925,99.2,37.6,37.3
16429,0,Frequent Budget Buyers,284.55,1,106,0,1.0,100.0,37.3,37.3
17691,0,Frequent Budget Buyers,290.40000000000003,2,358,10,0.995,99.5,37.5,37.3
18185,0,Frequent Budget Buyers,304.25,1,249,0,0.985,98.5,37.9,37.3
17045,0,Frequent Budget Buyers,339.44,3,113,134,0.96,96.0,38.9,37.3
14549,0,Frequent Budget Buyers,289.24,1,311,0,0.9975,99.8,37.4,37.3
16297,0,Frequent Budget Buyers,301.9,1,269,0,0.985,98.5,37.8,37.3
16402,0,Frequent Budget Buyers,299.6,2,265,104,0.9875,98.8,37.8,37.3
17694,0,Frequent Budget Buyers,283.12,1,142,0,0.9975,99.8,37.2,37.2
12829,0,Frequent Budget Buyers,293.0,2,337,23,0.99,99.0,37.6,37.2
17968,0,Frequent Budget Buyers,277.35,1,374,0,1.0,100.0,37.1,37.1
17251,0,Frequent Budget Buyers,283.28000000000003,1,363,0,0.995,99.5,37.2,37.1
14985,0,Frequent Budget Buyers,296.75,2,198,159,0.985,98.5,37.7,37.1
14162,0,Frequent Budget Buyers,289.36,2,174,118,0.9875,98.8,37.4,37.0
14350,0,Frequent Budget Buyers,282.93,1,274,0,0.9925,99.2,37.2,37.0
16400,0,Frequent Budget Buyers,303.93,1,95,0,0.9775,97.8,37.9,37.0
17189,0,Frequent Budget Buyers,384.40000000000003,2,106,253,0.925,92.5,40.0,37.0
13803,0,Frequent Budget Buyers,277.07,1,255,0,1.0,100.0,37.0,37.0
12750,0,Frequent Budget Buyers,275.88,1,129,0,0.9975,99.8,37.0,36.9
18190,0,Frequent Budget Buyers,284.46000000000004,2,192,138,0.99,99.0,37.3,36.9
13955,0,Frequent Budget Buyers,322.96,2,154,151,0.96,96.0,38.4,36.9
13439,0,Frequent Budget Buyers,283.71,1,255,0,0.99,99.0,37.3,36.9
14816,0,Frequent Budget Buyers,271.85,1,197,0,1.0,100.0,36.9,36.9
15661,0,Frequent Budget Buyers,309.8,2,317,21,0.97,97.0,38.1,36.9
14727,0,Frequent Budget Buyers,268.58,1,274,0,1.0,100.0,36.8,36.8
16217,1,High Value At-Risk,304.25,2,235,46,0.97,97.0,37.9,36.8
13121,0,Frequent Budget Buyers,283.73,1,269,0,0.9875,98.8,37.3,36.8
16727,0,Frequent Budget Buyers,272.82,1,364,0,0.9975,99.8,36.9,36.8
16808,0,Frequent Budget Buyers,288.42,2,99,175,0.9825,98.2,37.4,36.8
17496,0,Frequent Budget Buyers,271.05,1,359,0,1.0,100.0,36.8,36.8
15019,0,Frequent Budget Buyers,266.0,1,267,0,1.0,100.0,36.7,36.7
14512,0,Frequent Budget Buyers,275.28,2,188,44,0.9925,99.2,37.0,36.7
18108,0,Frequent Budget Buyers,271.0,1,254,0,0.995,99.5,36.8,36.7
15517,0,Frequent Budget Buyers,267.03,1,233,0,1.0,100.0,36.7,36.7
15119,0,Frequent Budget Buyers,266.4,1,246,0,1.0,100.0,36.7,36.7
14656,0,Frequent Budget Buyers,291.05,2,169,114,0.98,98.0,37.5,36.7
14068,0,Frequent Budget Buyers,265.85,1,320,0,0.9975,99.8,36.7,36.6
17615,0,Frequent Budget Buyers,329.6,3,130,91,0.9475,94.8,38.6,36.6
13973,0,Frequent Budget Buyers,264.7,1,287,0,1.0,100.0,36.6,36.6
16998,1,High Value At-Risk,295.0,4,150,154,0.97,97.0,37.6,36.5
14423,0,Frequent Budget Buyers,265.2,1,218,0,0.995,99.5,36.7,36.5
17194,0,Frequent Budget Buyers,262.62,2,274,86,0.9975,99.8,36.6,36.5
13227,0,Frequent Budget Buyers,257.7,1,202,0,1.0,100.0,36.4,36.4
15408,0,Frequent Budget Buyers,267.18,1,264,0,0.99,99.0,36.7,36.4
17267,0,Frequent Budget Buyers,317.62,2,127,0,0.95,95.0,38.3,36.4
13754,0,Frequent Budget Buyers,282.59999999999997,2,152,165,0.9775,97.8,37.2,36.4
16897,1,High Value At-Risk,289.78,2,299,14,0.9725,97.2,37.5,36.4
15143,0,Frequent Budget Buyers,259.45,1,226,0,0.9975,99.8,36.5,36.4
16473,0,Frequent Budget Buyers,316.11,3,165,171,0.9525,95.2,38.2,36.4
18009,0,Frequent Budget Buyers,257.34,1,235,0,0.9975,99.8,36.4,36.3
14242,0,Frequent Budget Buyers,280.55,2,235,91,0.9775,97.8,37.2,36.3
13626,0,Frequent Budget Buyers,257.23,1,253,0,0.9975,99.8,36.4,36.3
16048,0,Frequent Budget Buyers,256.44,2,373,0,0.9975,99.8,36.3,36.3
13837,0,Frequent Budget Buyers,271.24,2,212,105,0.9825,98.2,36.9,36.2
16976,0,Frequent Budget Buyers,251.51999999999998,1,267,0,1.0,100.0,36.2,36.2
13512,0,Frequent Budget Buyers,251.21,1,261,0,0.9975,99.8,36.2,36.1
15912,0,Frequent Budget Buyers,264.62,2,178,54,0.985,98.5,36.6,36.1
15346,0,Frequent Budget Buyers,252.42000000000002,1,333,0,0.9975,99.8,36.2,36.1
13645,0,Frequent Budget Buyers,252.1,1,120,0,0.9975,99.8,36.2,36.1
15261,0,Frequent Budget Buyers,254.82,1,135,0,0.995,99.5,36.3,36.1
13711,0,Frequent Budget Buyers,252.06,2,219,0,0.9975,99.8,36.2,36.1
14375,0,Frequent Budget Buyers,257.68,1,185,0,0.9925,99.2,36.4,36.1
14053,0,Frequent Budget Buyers,260.25,2,124,35,0.99,99.0,36.5,36.1
12797,1,High Value At-Risk,254.03,1,366,0,0.995,99.5,36.3,36.1
15510,0,Frequent Budget Buyers,250.0,1,331,0,0.9975,99.8,36.1,36.0
18212,0,Frequent Budget Buyers,248.42,1,326,0,0.9975,99.8,36.1,36.0
17708,0,Frequent Budget Buyers,267.08,2,188,137,0.98,98.0,36.7,36.0
16510,0,Frequent Budget Buyers,248.1,1,372,0,1.0,100.0,36.0,36.0
17860,0,Frequent Budget Buyers,252.8,1,369,0,0.9925,99.2,36.2,35.9
16883,0,Frequent Budget Buyers,276.73,2,187,184,0.97,97.0,37.0,35.9
17456,0,Frequent Budget Buyers,249.86,1,365,0,0.995,99.5,36.1,35.9
14915,0,Frequent Budget Buyers,307.48,2,91,186,0.945,94.5,38.0,35.9
18193,0,Frequent Budget Buyers,243.76,1,165,0,1.0,100.0,35.9,35.9
17303,0,Frequent Budget Buyers,250.04,1,361,0,0.995,99.5,36.1,35.9
16226,0,Frequent Budget Buyers,255.12,3,203,32,0.9875,98.8,36.3,35.8
17925,0,Frequent Budget Buyers,244.08,1,373,0,0.9975,99.8,35.9,35.8
16447,0,Frequent Budget Buyers,259.01,1,136,0,0.9825,98.2,36.4,35.8
17051,0,Frequent Budget Buyers,247.14000000000001,1,194,0,0.9925,99.2,36.0,35.7
17908,0,Frequent Budget Buyers,243.28,1,374,0,0.995,99.5,35.9,35.7
17278,0,Frequent Budget Buyers,246.04,1,241,0,0.9925,99.2,36.0,35.7
16756,0,Frequent Budget Buyers,239.4,1,215,0,1.0,100.0,35.7,35.7
14647,0,Frequent Budget Buyers,243.22,1,201,0,0.995,99.5,35.9,35.7
15759,0,Frequent Budget Buyers,253.04,3,218,139,0.985,98.5,36.2,35.7
17877,0,Frequent Budget Buyers,237.61,1,170,0,1.0,100.0,35.7,35.7
13570,0,Frequent Budget Buyers,239.49,1,243,0,0.9975,99.8,35.7,35.6
16124,1,High Value At-Risk,249.0,1,317,0,0.9875,98.8,36.1,35.6
12732,0,Frequent Budget Buyers,236.26000000000002,1,180,0,1.0,100.0,35.6,35.6
13187,0,Frequent Budget Buyers,236.02,1,337,0,1.0,100.0,35.6,35.6
15776,0,Frequent Budget Buyers,241.62,1,133,0,0.995,99.5,35.8,35.6
13533,0,Frequent Budget Buyers,270.79,3,183,84,0.965,96.5,36.8,35.6
12561,0,Frequent Budget Buyers,238.85,1,303,0,0.995,99.5,35.7,35.5
15457,0,Frequent Budget Buyers,237.07,1,262,0,0.9975,99.8,35.6,35.5
15118,0,Frequent Budget Buyers,244.8,1,134,0,0.9875,98.8,35.9,35.5
16583,0,Frequent Budget Buyers,233.45,1,374,0,1.0,100.0,35.5,35.5
18213,0,Frequent Budget Buyers,232.48000000000002,1,237,0,1.0,100.0,35.5,35.5
16117,0,Frequent Budget Buyers,232.21,1,190,0,0.9975,99.8,35.4,35.4
14523,0,Frequent Budget Buyers,241.09,1,108,0,0.99,99.0,35.8,35.4
16926,0,Frequent Budget Buyers,230.25,1,371,0,1.0,100.0,35.4,35.4
12736,0,Frequent Budget Buyers,234.0,1,333,0,0.9975,99.8,35.5,35.4
17060,0,Frequent Budget Buyers,234.24,1,266,0,0.9975,99.8,35.5,35.4
13786,0,Frequent Budget Buyers,230.39999999999998,1,367,0,0.9975,99.8,35.4,35.3
16961,0,Frequent Budget Buyers,234.17,1,116,0,0.995,99.5,35.5,35.3
13474,0,Frequent Budget Buyers,229.59,1,236,0,0.9975,99.8,35.3,35.3
14501,1,High Value At-Risk,251.21,2,184,136,0.975,97.5,36.2,35.3
12402,0,Frequent Budget Buyers,225.6,1,323,0,1.0,100.0,35.2,35.2
16315,0,Frequent Budget Buyers,226.37,1,331,0,1.0,100.0,35.2,35.2
17789,0,Frequent Budget Buyers,225.9,1,281,0,1.0,100.0,35.2,35.2
17212,0,Frequent Budget Buyers,226.85,1,253,0,1.0,100.0,35.2,35.2
16641,0,Frequent Budget Buyers,231.10000000000002,1,106,0,0.995,99.5,35.4,35.2
16587,0,Frequent Budget Buyers,225.15,1,232,0,1.0,100.0,35.2,35.2
15528,0,Frequent Budget Buyers,229.33,1,254,0,0.995,99.5,35.3,35.2
16302,0,Frequent Budget Buyers,233.22,1,127,0,0.9925,99.2,35.5,35.2
13678,0,Frequent Budget Buyers,232.6,1,152,0,0.99,99.0,35.5,35.1
15577,0,Frequent Budget Buyers,258.88,3,151,154,0.9625,96.2,36.4,35.1
16619,0,Frequent Budget Buyers,226.21,1,264,0,0.9975,99.8,35.2,35.1
18072,1,High Value At-Risk,247.44,1,186,0,0.975,97.5,36.0,35.1
16427,0,Frequent Budget Buyers,241.06,2,263,21,0.98,98.0,35.8,35.1
12672,0,Frequent Budget Buyers,225.89999999999998,1,330,0,0.9975,99.8,35.2,35.1
13070,0,Frequent Budget Buyers,228.8,1,192,0,0.995,99.5,35.3,35.1
15866,0,Frequent Budget Buyers,230.53,1,101,0,0.9925,99.2,35.4,35.1
15897,0,Frequent Budget Buyers,222.05,2,194,0,0.9975,99.8,35.0,35.0
14586,1,High Value At-Risk,237.36,1,277,0,0.9825,98.2,35.6,35.0
13008,0,Frequent Budget Buyers,229.46999999999997,1,323,0,0.99,99.0,35.3,35.0
17171,0,Frequent Budget Buyers,224.91,1,289,0,0.995,99.5,35.2,35.0
15689,0,Frequent Budget Buyers,254.1,2,120,241,0.965,96.5,36.3,35.0
13382,0,Frequent Budget Buyers,222.99,1,281,0,0.9975,99.8,35.1,35.0
17550,0,Frequent Budget Buyers,267.16,3,197,45,0.9525,95.2,36.7,35.0
12574,0,Frequent Budget Buyers,218.45,1,316,0,1.0,100.0,34.9,34.9
13712,0,Frequent Budget Buyers,228.84,1,247,0,0.9875,98.8,35.3,34.9
14476,0,Frequent Budget Buyers,215.7,1,257,0,1.0,100.0,34.8,34.8
16471,0,Frequent Budget Buyers,223.95000000000002,1,275,0,0.99,99.0,35.1,34.8
15554,0,Frequent Budget Buyers,217.2,1,278,0,1.0,100.0,34.8,34.8
16392,0,Frequent Budget Buyers,221.19,1,270,0,0.995,99.5,35.0,34.8
13411,0,Frequent Budget Buyers,213.55,1,107,0,1.0,100.0,34.7,34.7
13600,0,Frequent Budget Buyers,219.52,1,312,0,0.9925,99.2,34.9,34.7
12831,0,Frequent Budget Buyers,215.05,1,262,0,0.9975,99.8,34.8,34.7
18114,0,Frequent Budget Buyers,220.1,1,290,0,0.9925,99.2,35.0,34.7
15052,0,Frequent Budget Buyers,215.78,1,319,0,0.9975,99.8,34.8,34.7
14241,0,Frequent Budget Buyers,213.70000000000002,1,184,0,1.0,100.0,34.7,34.7
15724,0,Frequent Budget Buyers,218.25,2,201,83,0.9925,99.2,34.9,34.6
16338,0,Frequent Budget Buyers,214.79999999999998,1,157,0,0.995,99.5,34.7,34.6
16647,0,Frequent Budget Buyers,214.06,2,170,35,0.9975,99.8,34.7,34.6
15703,0,Frequent Budget Buyers,211.5,1,265,0,1.0,100.0,34.6,34.6
13621,0,Frequent Budget Buyers,213.85,1,117,0,0.995,99.5,34.7,34.5
17256,0,Frequent Budget Buyers,240.0,2,107,204,0.965,96.5,35.7,34.5
16457,0,Frequent Budget Buyers,208.36,1,218,0,1.0,100.0,34.5,34.5
15894,0,Frequent Budget Buyers,263.55,2,253,115,0.9425,94.2,36.6,34.5
17580,0,Frequent Budget Buyers,215.72,3,253,105,0.99,99.0,34.8,34.4
14964,0,Frequent Budget Buyers,206.21,1,247,0,1.0,100.0,34.4,34.4
15925,0,Frequent Budget Buyers,207.15,1,194,0,1.0,100.0,34.4,34.4
18191,0,Frequent Budget Buyers,207.79999999999998,1,262,0,1.0,100.0,34.4,34.4
17619,0,Frequent Budget Buyers,218.52,1,312,0,0.985,98.5,34.9,34.4
16356,0,Frequent Budget Buyers,211.77,3,198,79,0.99,99.0,34.6,34.3
13065,0,Frequent Budget Buyers,205.86,1,373,0,0.9975,99.8,34.4,34.3
17187,0,Frequent Budget Buyers,203.95,1,227,0,1.0,100.0,34.3,34.3
17670,0,Frequent Budget Buyers,205.7,1,228,0,1.0,100.0,34.3,34.3
16752,0,Frequent Budget Buyers,207.5,1,373,0,0.9975,99.8,34.4,34.3
17394,0,Frequent Budget Buyers,203.86999999999998,1,219,0,1.0,100.0,34.3,34.3
15820,0,Frequent Budget Buyers,206.98,1,320,0,0.9975,99.8,34.4,34.3
16323,0,Frequent Budget Buyers,207.50000000000003,1,196,0,0.9925,99.2,34.4,34.2
15307,0,Frequent Budget Buyers,205.3,1,96,0,0.9975,99.8,34.3,34.2
17514,0,Frequent Budget Buyers,208.65,1,128,0,0.9925,99.2,34.5,34.2
17923,0,Frequent Budget Buyers,207.50000000000003,1,282,0,0.9925,99.2,34.4,34.2
15462,0,Frequent Budget Buyers,234.6,3,94,92,0.9625,96.2,35.5,34.2
13513,0,Frequent Budget Buyers,205.1,1,127,0,0.9975,99.8,34.3,34.2
17855,0,Frequent Budget Buyers,208.97,1,373,0,0.9925,99.2,34.5,34.2
15347,0,Frequent Budget Buyers,201.60000000000002,1,366,0,1.0,100.0,34.2,34.2
15319,0,Frequent Budget Buyers,204.5,1,284,0,0.995,99.5,34.3,34.1
16634,0,Frequent Budget Buyers,217.9,2,223,149,0.9775,97.8,34.9,34.1
13859,0,Frequent Budget Buyers,201.16,1,326,0,0.9975,99.8,34.1,34.1
17843,0,Frequent Budget Buyers,205.48,1,303,0,0.9925,99.2,34.3,34.1
15723,0,Frequent Budget Buyers,203.1,1,365,0,0.995,99.5,34.2,34.1
13295,0,Frequent Budget Buyers,201.20000000000002,1,360,0,1.0,100.0,34.1,34.1
